,Title,Artist,Genre,Url,Happy,Sad,Energized,Relaxed,Nostalgic,Romantic,Angry,Focused,Inspired,Melancholic,Peaceful,Anxious,Confident,Dreamy,Lonely
561,낭만젊음사랑,이세계,Indie,https://www.youtube.com/watch?v=J8F-sVVNPZg&pp=ygUi64Kt66eM7KCK7J2M7IKs656RIOydtOyEuOqzhCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
562,있어줘요,장덕철,Indie,https://www.youtube.com/watch?v=_1BDU9YgYnY&pp=ygUc7J6I7Ja07KSY7JqUIOyepeuNleyyoCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
563,시가 될 이야기,신지훈,Indie,https://www.youtube.com/watch?v=952-FzeRa5c&pp=ygUk7Iuc6rCAIOuQoCDsnbTslbzquLAg7Iug7KeA7ZuIIGF1ZGlv,,,,,,,,,,,,,,,
564,초록을거머쥔우리는,잔나비,Indie,https://www.youtube.com/watch?v=6WxX9QMSzpY&pp=ygUr7LSI66Gd7J2E6rGw66i47KWU7Jqw66as64qUIOyelOuCmOu5hCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
565,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기,Indie,https://www.youtube.com/watch?v=tTJHRN1wY2Y&pp=ygVF64KY67mE7JmAIOqzoOyWkeydtCAoZmVhdC7rsLHtmIQgKEJBRUtIWVVOKSkg67O867mo6rCE7IKs7LaY6riwIGF1ZGlv,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
566,나는 반딧불,중식이,Indie,https://www.youtube.com/watch?v=Fz1cJ5XRI6I&pp=ygUg64KY64qUIOuwmOuUp-u2iCDspJHsi53snbQgYXVkaW8%3D,,,,,,,,,,,,,,,
567,고백하는 취한밤에 (Prod. 2soo),임재현,Indie,https://www.youtube.com/watch?v=jReks9iTes8&pp=ygU26rOg67Cx7ZWY64qUIOy3qO2VnOuwpOyXkCAoUHJvZC4gMnNvbykg7J6E7J6s7ZiEIGF1ZGlv,,,,,,,,,,,,,,,
568,와줘..,그리즐리 (Grizzly),Indie,https://www.youtube.com/watch?v=zr3vpTruphM&pp=ygUl7JmA7KSYLi4g6re466as7KaQ66asIChHcml6emx5KSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
569,Life is Wet (feat. JMIN),CAMO,Indie,https://www.youtube.com/watch?v=56xZu8XXW9A&pp=ygUjTGlmZSBpcyBXZXQgKGZlYXQuIEpNSU4pIENBTU8gYXVkaW8%3D,,,,,,,,,,,,,,,
570,심술,볼빨간사춘기,Indie,https://www.youtube.com/watch?v=blgBQkYBtQ0&pp=ygUf7Ius7IigIOuzvOu5qOqwhOyCrOy2mOq4sCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
571,널 생각해,원 모어 찬스 (one more chance),Indie,https://www.youtube.com/watch?v=cIysI_X2IQU&pp=ygU364SQIOyDneqwge2VtCDsm5Ag66qo7Ja0IOywrOyKpCAob25lIG1vcmUgY2hhbmNlKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
572,Wifey (feat. 사이먼 도미닉),CAMO,Indie,https://www.youtube.com/watch?v=QMZtDjWbNbc&pp=ygUsV2lmZXkgKGZlYXQuIOyCrOydtOuovCDrj4Trr7jri4kpIENBTU8gYXVkaW8%3D,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
573,josee!,데이먼스 이어 (Damons year),Indie,https://www.youtube.com/watch?v=qcUqqXqerp4&pp=ygUuam9zZWUhIOuNsOydtOuovOyKpCDsnbTslrQgKERhbW9ucyB5ZWFyKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
574,꽃 (Prod. Inf),안재우,Indie,https://www.youtube.com/watch?v=Mh2EUBvCd54&pp=ygUf6r2DIChQcm9kLiBJbmYpIOyViOyerOyasCBhdWRpbw%3D%3D,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
575,졸업,달담,Indie,https://www.youtube.com/watch?v=dHlbUFpCfgQ&pp=ygUT7KG47JeFIOuLrOuLtCBhdWRpbw%3D%3D,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
576,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM,Indie,https://www.youtube.com/watch?v=7qmp4DgogyY&pp=ygU87ISc7Jq47J2YIOyeoCDrqrsg7J2066Oo64qUIOuwpCAoRmVhdC4g7J207IiY7ZiEKSAxMENNIGF1ZGlv,,,,,,,,,,,,,,,
577,우리 다투게 돼도 이것만 기억해 줄래 눈을 맞추고 서로가 서로의 손잡아 주며 낮은 목소리와 예쁜 말투로 상처 주지 않게 노력을 하고 ●,그리즐리 (Grizzly),Indie,https://www.youtube.com/watch?v=QtqZvXvinKo&pp=ygXUAeyasOumrCDri6TtiKzqsowg64-864-EIOydtOqyg-unjCDquLDslrXtlbQg7KSE656YIOuIiOydhCDrp57stpTqs6Ag7ISc66Gc6rCAIOyEnOuhnOydmCDshpDsnqHslYQg7KO866mwIOuCruydgCDrqqnshozrpqzsmYAg7JiI7IGcIOunkO2IrOuhnCDsg4Hsspgg7KO87KeAIOyViuqyjCDrhbjroKXsnYQg7ZWY6rOgIOKXjyDqt7jrpqzsppDrpqwgKEdyaXp6bHkpIGF1ZGlv,,,,,,,,,,,,,,,
578,첫눈동화 (My First Snow),마크툽 (MAKTUB),Indie,https://www.youtube.com/watch?v=0x0SZi5weg4&pp=ygU17LKr64iI64-Z7ZmUIChNeSBGaXJzdCBTbm93KSDrp4jtgaztiL0gKE1BS1RVQikgYXVkaW8%3D,,,,,,,,,,,,,,,
579,서면역에서,순순희,Indie,https://www.youtube.com/watch?v=bwZMls5XLjU&pp=ygUf7ISc66m07Jet7JeQ7IScIOyInOyInO2drCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
580,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),Indie,https://www.youtube.com/watch?v=P7Xj_Np6-XA&pp=ygVR7Jik64qY64-EIOq3uOuMgOunjCAoRmVhdC4g7KCV64-Z7JuQKSBULlAgUkVUUk8gKO2DgOuUlOyKpCDtlITroZzsoJ3tirjoiIopIGF1ZGlv,,,,,,,,,,,,,,,
581,Made In Christmas (feat. 이수현 of 악동뮤지션),잔나비,Indie,https://www.youtube.com/watch?v=YM5wzeornZU&pp=ygVGTWFkZSBJbiBDaHJpc3RtYXMgKGZlYXQuIOydtOyImO2YhCBvZiDslYXrj5nrrqTsp4DshZgpIOyelOuCmOu5hCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
582,영화,피아노맨,Indie,https://www.youtube.com/watch?v=AqurfbuV5Us&pp=ygUZ7JiB7ZmUIO2UvOyVhOuFuOunqCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
583,사랑하지마 안아주지마,#안녕,Indie,https://www.youtube.com/watch?v=Tc0a1HLPxkg&pp=ygUg7IKs656R7ZWY7KeA66eIIOyViOyVhOyjvOyngOuniCA%3D,,,,,,,,,,,,,,,
584,인셉션 (feat. 1ho &amp; Chan),공기남,Indie,https://www.youtube.com/watch?v=hqZMlFNk7uw&pp=ygUV7J247IWJ7IWYIChmZWF0LiAxaG8g,,,,,,,,,,,,,,,
585,Goodbye my love,볼빨간사춘기,Indie,https://www.youtube.com/watch?v=EGdKUSeqwWY&pp=ygUoR29vZGJ5ZSBteSBsb3ZlIOuzvOu5qOqwhOyCrOy2mOq4sCBhdWRpbw%3D%3D,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
586,투게더!,잔나비,Indie,https://www.youtube.com/watch?v=1HfsK4rzr5s&pp=ygUa7Yis6rKM642UISDsnpTrgpjruYQgYXVkaW8%3D,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
587,비행운,문문 (MoonMoon),Indie,https://www.youtube.com/watch?v=dkdoawhm0i4&pp=ygUh67mE7ZaJ7Jq0IOusuOusuCAoTW9vbk1vb24pIGF1ZGlv,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
588,꿈과 책과 힘과 벽,잔나비,Indie,https://www.youtube.com/watch?v=SJUWooZnfVQ&pp=ygUo6r-I6rO8IOyxheqzvCDtnpjqs7wg67K9IOyelOuCmOu5hCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
589,같애 (Feat. SHIRT),g0nny (거니),Indie,https://www.youtube.com/watch?v=_2sLU4RfWOY&pp=ygUp6rCZ7JWgIChGZWF0LiBTSElSVCkgZzBubnkgKOqxsOuLiCkgYXVkaW8%3D,,,,,,,,,,,,,,,
590,유리의 성 (Castle of Glass),마크툽 (MAKTUB),Indie,https://www.youtube.com/watch?v=aXEwm_haZks&pp=ygU47Jyg66as7J2YIOyEsSAoQ2FzdGxlIG9mIEdsYXNzKSDrp4jtgaztiL0gKE1BS1RVQikgYXVkaW8%3D,,,,,,,,,,,,,,,
591,꿈나라 별나라,잔나비,Indie,https://www.youtube.com/watch?v=br6NjfR_Q08&pp=ygUj6r-I64KY6528IOuzhOuCmOudvCDsnpTrgpjruYQgYXVkaW8%3D,,,,,,,,,,,,,,,
592,여름날 (feat. 하현상),볼빨간사춘기,Indie,https://www.youtube.com/watch?v=qpydOeseg9I&pp=ygU07Jes66aE64KgIChmZWF0LiDtlZjtmITsg4EpIOuzvOu5qOqwhOyCrOy2mOq4sCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
593,Blue,볼빨간사춘기,Indie,https://www.youtube.com/watch?v=t1yHpqup87M&pp=ygUdQmx1ZSDrs7zruajqsITsgqzstpjquLAgYXVkaW8%3D,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
594,헤어지던 밤,어쿠루브,Indie,https://www.youtube.com/watch?v=lYAn8xu5x4E&pp=ygUj7Zek7Ja07KeA642YIOuwpCDslrTsv6Dro6jruIwgYXVkaW8%3D,,,,,,,,,,,,,,,
595,별을 담은 시 (Ode To The Stars),이라온,Indie,https://www.youtube.com/watch?v=x6VT6xG6nAA&pp=ygU067OE7J2EIOuLtOydgCDsi5wgKE9kZSBUbyBUaGUgU3RhcnMpIOydtOudvOyYqCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
596,PILLOW,PL (피엘),Indie,https://www.youtube.com/watch?v=2sv1R--Wi7Q&pp=ygUYUElMTE9XIFBMICjtlLzsl5gpIGF1ZGlv,,,,,,,,,,,,,,,
597,DREAMLIKE,PL (피엘),Indie,https://www.youtube.com/watch?v=CaDgJ6IqEpo&pp=ygUbRFJFQU1MSUtFIFBMICjtlLzsl5gpIGF1ZGlv,,,,,,,,,,,,,,,
598,너 들으라고 만들었어,도규,Indie,https://www.youtube.com/watch?v=hNNPcl5qABs&pp=ygUq64SIIOuTpOycvOudvOqzoCDrp4zrk6Tsl4jslrQg64-E6recIGF1ZGlv,,,,,,,,,,,,,,,
599,쿠키 영상,오반,Indie,https://www.youtube.com/watch?v=TEOJ_Us2dZg&pp=ygUa7L-g7YKkIOyYgeyDgSDsmKTrsJggYXVkaW8%3D,,,,,,,,,,,,,,,
600,친구 얘긴데 (feat. Skinny Brown),그리즐리 (Grizzly),Indie,https://www.youtube.com/watch?v=PWeAspS_Rwg&pp=ygVC7Lmc6rWsIOyWmOq4tOuNsCAoZmVhdC4gU2tpbm55IEJyb3duKSDqt7jrpqzsppDrpqwgKEdyaXp6bHkpIGF1ZGlv,,,,,,,,,,,,,,,
601,pony,잔나비,Indie,https://www.youtube.com/watch?v=mzMZyYHYcYc&pp=ygUUcG9ueSDsnpTrgpjruYQgYXVkaW8%3D,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
602,Seoul,볼빨간사춘기,Indie,https://www.youtube.com/watch?v=fXyuknzfL1A&pp=ygUeU2VvdWwg67O867mo6rCE7IKs7LaY6riwIGF1ZGlv,,,,,,,,,,,,,,,
603,Chase Love Hard (Feat. 황민현),볼빨간사춘기,Indie,https://www.youtube.com/watch?v=IujPMo2ZvRk&pp=ygU6Q2hhc2UgTG92ZSBIYXJkIChGZWF0LiDtmanrr7ztmIQpIOuzvOu5qOqwhOyCrOy2mOq4sCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
604,November Rain,잔나비,Indie,https://www.youtube.com/watch?v=ZsuX9aSst-4&pp=ygUdTm92ZW1iZXIgUmFpbiDsnpTrgpjruYQgYXVkaW8%3D,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1
605,여름을 좋아하는 이유,윤딴딴,Indie,https://www.youtube.com/watch?v=9MwRlMwyeHs&pp=ygUt7Jes66aE7J2EIOyii-yVhO2VmOuKlCDsnbTsnKAg7Jyk65S065S0IGF1ZGlv,,,,,,,,,,,,,,,
606,초대,멜로망스,Indie,https://www.youtube.com/watch?v=CI0GU2MsoN4&pp=ygUZ7LSI64yAIOupnOuhnOunneyKpCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
607,비오는 날 뭐해,하은 (포맨),Indie,https://www.youtube.com/watch?v=ECb3jbq9ylA&pp=ygUq67mE7Jik64qUIOuCoCDrrZDtlbQg7ZWY7J2AICjtj6zrp6gpIGF1ZGlv,,,,,,,,,,,,,,,
608,니 사진만 쳐다보는 일,순순희,Indie,https://www.youtube.com/watch?v=JUUrw5L3oek&ab_channel=NNMusic,,,,,,,,,,,,,,,
609,사랑해서 미안해서,Kid Wine,Indie,https://www.youtube.com/watch?v=2SS3ECHhWDg&pp=ygUo7IKs656R7ZW07IScIOuvuOyViO2VtOyEnCBLaWQgV2luZSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
610,코인 노래방,21학번,Indie,https://www.youtube.com/watch?v=o2_Yymp8__c&pp=ygUf7L2U7J24IOuFuOuemOuwqSAyMe2VmeuyiCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
611,Say Yes,스탠딩 에그,Indie,https://www.youtube.com/watch?v=sXbig_d0LGQ&pp=ygUeU2F5IFllcyDsiqTtg6DrlKkg7JeQ6re4IGF1ZGlv,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
612,허리춤,오반,Indie,https://www.youtube.com/watch?v=-Rbvyq3sC_c&pp=ygUW7ZeI66as7LakIOyYpOuwmCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
613,워커홀릭,볼빨간사춘기,Indie,https://www.youtube.com/watch?v=ULwUiLgLAMM&pp=ygUl7JuM7Luk7ZmA66atIOuzvOu5qOqwhOyCrOy2mOq4sCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
614,너로 자유롭다 (Libere Flore),마크툽 (MAKTUB),Indie,https://www.youtube.com/watch?v=qU1GO-CYI6s&pp=ygU764SI66GcIOyekOycoOuhreuLpCAoTGliZXJlIEZsb3JlKSDrp4jtgaztiL0gKE1BS1RVQikgYXVkaW8%3D,,,,,,,,,,,,,,,
615,Rome,볼빨간사춘기,Indie,https://www.youtube.com/watch?v=2_uODrqH2aE&pp=ygUdUm9tZSDrs7zruajqsITsgqzstpjquLAgYXVkaW8%3D,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
616,좋은 꿈 꿔 0224.mp3,볼빨간사춘기,Indie,https://www.youtube.com/watch?v=dhxevCB3HNA&pp=ygUw7KKL7J2AIOq_iCDqv5QgMDIyNC5tcDMg67O867mo6rCE7IKs7LaY6riwIGF1ZGlv,,,,,,,,,,,,,,,
617,다시 보고 싶은 영화가 있어,영화 (mu.b),Indie,https://www.youtube.com/watch?v=bkdpaBGiLe4&pp=ygU564uk7IucIOuztOqzoCDsi7bsnYAg7JiB7ZmU6rCAIOyeiOyWtCDsmIHtmZQgKG11LmIpIGF1ZGlv,,,,,,,,,,,,,,,
618,우리가 맞다는 대답을 할 거예요 (@leekangseung111),10CM,Indie,https://www.youtube.com/watch?v=QKiJU9a9RVs&pp=ygVJ7Jqw66as6rCAIOunnuuLpOuKlCDrjIDri7XsnYQg7ZWgIOqxsOyYiOyalCAoQGxlZWthbmdzZXVuZzExMSkgMTBDTSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
619,낭만고양이,체리필터 (cherryfilter),Indie,https://www.youtube.com/watch?v=xEEtcrCH5To&pp=ygUx64Kt66eM6rOg7JaR7J20IOyytOumrO2VhO2EsCAoY2hlcnJ5ZmlsdGVyKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
620,바람이 될게,스트레이 (The Stray),Indie,https://www.youtube.com/watch?v=YIZe_dKxWr0&pp=ygUv67CU656M7J20IOuQoOqyjCDsiqTtirjroIjsnbQgKFRoZSBTdHJheSkgYXVkaW8%3D,,,,,,,,,,,,,,,
621,좀 더 일찍 말해주지 그랬어,#안녕,Indie,https://www.youtube.com/watch?v=L24En_ZxzCE&pp=ygUm7KKAIOuNlCDsnbzssI0g66eQ7ZW07KO87KeAIOq3uOuerOyWtCA%3D,,,,,,,,,,,,,,,
622,프리지아,볼빨간사춘기,Indie,https://www.youtube.com/watch?v=aFcAYMyCkBw&pp=ygUl7ZSE66as7KeA7JWEIOuzvOu5qOqwhOyCrOy2mOq4sCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
623,내가 바보라서 그래?,KIXO (키조),Indie,https://www.youtube.com/watch?v=hNeII6WKsdk&pp=ygUv64K06rCAIOuwlOuztOudvOyEnCDqt7jrnpg_IEtJWE8gKO2CpOyhsCkgYXVkaW8%3D,,,,,,,,,,,,,,,
624,부끄럼,멜로망스,Indie,https://www.youtube.com/watch?v=vWObgtedfCo&pp=ygUc67aA64GE65-8IOupnOuhnOunneyKpCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
625,#첫사랑,볼빨간사춘기,Indie,https://www.youtube.com/watch?v=DhtUx_Yx_90&ab_channel=SUPERSOUNDBugs%21,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
626,사랑해줘요,피아노맨,Indie,https://www.youtube.com/watch?v=f9MyCv7JV64&pp=ygUi7IKs656R7ZW07KSY7JqUIO2UvOyVhOuFuOunqCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
627,가끔 연락하던 애 (@kyulisme),10CM,Indie,https://www.youtube.com/watch?v=pMzdpw4MGQ0&pp=ygUu6rCA64GUIOyXsOudve2VmOuNmCDslaAgKEBreXVsaXNtZSkgMTBDTSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
628,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,Indie,https://www.youtube.com/watch?v=cn8gCkw6H5A&pp=ygVG64KY656RIOqwmeydtCDqsbjsnYTrnpggKOuwlOuluOyXsOyVoCDquLjsnqHsnbQgWCDsoIHsnqwpIOyggeyerCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
629,별 보러 가자,적재,Indie,https://www.youtube.com/watch?v=Mz031oU0Xfw&pp=ygUe67OEIOuztOufrCDqsIDsnpAg7KCB7J6sIGF1ZGlv,,,,,,,,,,,,,,,
630,작은 날,Kid Wine,Indie,https://www.youtube.com/watch?v=8tV3RIbVWek&pp=ygUZ7J6R7J2AIOuCoCBLaWQgV2luZSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
631,"나의 모든 이들에게,",Mingginyu (밍기뉴),Indie,https://www.youtube.com/watch?v=aPazh8KaOMs&pp=ygU364KY7J2YIOuqqOuToCDsnbTrk6Tsl5DqsowsIE1pbmdnaW55dSAo67CN6riw64m0KSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
632,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),Indie,https://www.youtube.com/watch?v=6whdylCWcr8&pp=ygVQ66eI7J2M7J20IOunkO2VmOuKlCDtlonrs7UgKEhhcHBpbmVzcykgKEZlYXQu7J2065287JioKSDrp4jtgaztiL0gKE1BS1RVQikgYXVkaW8%3D,,,,,,,,,,,,,,,
633,사랑이 남긴 것들 (Feat. 한요한),Kid Wine,Indie,https://www.youtube.com/watch?v=uCE02UmC2Ds&pp=ygU47IKs656R7J20IOuCqOq4tCDqsoPrk6QgKEZlYXQuIO2VnOyalO2VnCkgS2lkIFdpbmUgYXVkaW8%3D,,,,,,,,,,,,,,,
634,후라이의 꿈,AKMU (악뮤),Blues,https://www.youtube.com/watch?v=3kGAlp_PNUg&pp=ygUk7ZuE65287J207J2YIOq_iCBBS01VICjslYXrrqQpIGF1ZGlv,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0
635,연애편지,임영웅,Blues,https://www.youtube.com/watch?v=P2FcQvCbDWg&pp=ygUc7Jew7JWg7Y647KeAIOyehOyYgeybhSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
636,오랜 날 오랜 밤,AKMU (악뮤),Blues,https://www.youtube.com/watch?v=jm-DUSGoI_Q&pp=ygUp7Jik656cIOuCoCDsmKTrnpwg67CkIEFLTVUgKOyVheuupCkgYXVkaW8%3D,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
637,Swan Song,LE SSERAFIM (르세라핌),Blues,https://www.youtube.com/watch?v=eNxb2wt11sM&pp=ygUqU3dhbiBTb25nIExFIFNTRVJBRklNICjrpbTshLjrnbztlYwpIGF1ZGlv,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
638,Give Love,AKMU (악뮤),Blues,https://www.youtube.com/watch?v=2GreCt14M5w&pp=ygUdR2l2ZSBMb3ZlIEFLTVUgKOyVheuupCkgYXVkaW8%3D,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
639,IF YOU,BIGBANG (빅뱅),Blues,https://www.youtube.com/watch?v=h9hdorPqukU&pp=ygUdSUYgWU9VIEJJR0JBTkcgKOu5heuxhSkgYXVkaW8%3D,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
640,Somebody,디오 (D.O.),Blues,https://www.youtube.com/watch?v=jZgjUSQIDow&pp=ygUcU29tZWJvZHkg65SU7JikIChELk8uKSBhdWRpbw%3D%3D,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
641,가을 아침,아이유,Blues,https://www.youtube.com/watch?v=ZDoH5dQ58ps&pp=ygUd6rCA7J2EIOyVhOy5qCDslYTsnbTsnKAgYXVkaW8%3D,,,,,,,,,,,,,,,
642,200%,AKMU (악뮤),Blues,https://www.youtube.com/watch?v=uH1OthDFWZM&pp=ygUWMjAwCktNVSAo7JWF666kKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
643,사라진 모든 것들에게(with ELLE KOREA),사이먼 도미닉,Blues,https://www.youtube.com/watch?v=yHJ3VWPD4FA&pp=ygVI7IKs65287KeEIOuqqOuToCDqsoPrk6Tsl5Dqsowod2l0aCBFTExFIEtPUkVBKSDsgqzsnbTrqLwg64-E66-464uJIGF1ZGlv,,,,,,,,,,,,,,,
644,Too Sad to Dance,정국,Blues,https://www.youtube.com/watch?v=uQ9A0xF7lAM&pp=ygUdVG9vIFNhZCB0byBEYW5jZSDsoJXqta0gYXVkaW8%3D,,,,,,,,,,,,,,,
645,STAY,BLACKPINK,Blues,https://www.youtube.com/watch?v=bnYJz_-fB6A&pp=ygUUU1RBWSBCTEFDS1BJTksgYXVkaW8%3D,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
646,"L’Amour, Les Baguettes, Paris",스텔라장 (Stella Jang),Blues,https://www.youtube.com/watch?v=XtYGk-kvWP0&pp=ygVATOKAmUFtb3VyLCBMZXMgQmFndWV0dGVzLCBQYXJpcyDsiqTthZTrnbzsnqUgKFN0ZWxsYSBKYW5nKSBhdWRpbw%3D%3D,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
647,봄봄봄,로이킴,Blues,https://www.youtube.com/watch?v=jYH5zMINQ9E&pp=ygUZ67SE67SE67SEIOuhnOydtO2CtCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
648,마음,아이유,Blues,https://www.youtube.com/watch?v=he2C4lx63M0&pp=ygUW66eI7J2MIOyVhOydtOycoCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
649,애상,10CM,Blues,https://www.youtube.com/watch?v=EGxiDTCwSi4&pp=ygUR7JWg7IOBIDEwQ00gYXVkaW8%3D,,,,,,,,,,,,,,,
650,청춘 (Feat. 김창완),김필,Blues,https://www.youtube.com/watch?v=0vjX3DU2QgQ&pp=ygUl7LKt7LaYIChGZWF0LiDquYDssL3smYQpIOq5gO2VhCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
651,기대어 앉은 오후에는,소수빈,Blues,https://www.youtube.com/watch?v=zdo45CV952E&pp=ygUt6riw64yA7Ja0IOyVieydgCDsmKTtm4Tsl5DripQg7IaM7IiY67mIIGF1ZGlv,,,,,,,,,,,,,,,
652,바다,최유리,Blues,https://www.youtube.com/watch?v=iJgdooh_e58&pp=ygUW67CU64ukIOy1nOycoOumrCBhdWRpbw%3D%3D,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
653,서른 즈음에,김광석,Blues,https://www.youtube.com/watch?v=L7lED8RtdAI&pp=ygUg7ISc66W4IOymiOydjOyXkCDquYDqtJHshJ0gYXVkaW8%3D,,,,,,,,,,,,,,,
654,너무 아픈 사랑은 사랑이 아니었음을,김광석,Blues,https://www.youtube.com/watch?v=gAlTfrIlF6o&pp=ygVB64SI66y0IOyVhO2UiCDsgqzrnpHsnYAg7IKs656R7J20IOyVhOuLiOyXiOydjOydhCDquYDqtJHshJ0gYXVkaW8%3D,,,,,,,,,,,,,,,
655,가을 타나 봐,이무진,Blues,https://www.youtube.com/watch?v=gGGuMeBuqGc&pp=ygUh6rCA7J2EIO2DgOuCmCDrtJAg7J2066y07KeEIGF1ZGlv,,,,,,,,,,,,,,,
656,사랑해 진짜,임영웅,Blues,https://www.youtube.com/watch?v=CbhiBN5wpCc&pp=ygUg7IKs656R7ZW0IOynhOynnCDsnoTsmIHsm4UgYXVkaW8%3D,,,,,,,,,,,,,,,
657,Gone,로제 (ROSÉ),Blues,https://www.youtube.com/watch?v=vNV9lsb7QlU&pp=ygUZR29uZSDroZzsoJwgKFJPU8OJKSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
658,여름비,샘김 (Sam Kim),Blues,https://www.youtube.com/watch?v=1XQ0Bkx34Rs&pp=ygUg7Jes66aE67mEIOyDmOq5gCAoU2FtIEtpbSkgYXVkaW8%3D,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0
659,잊어야 한다는 마음으로,김광석,Blues,https://www.youtube.com/watch?v=Fy9SW-cf-74&pp=ygUw7J6K7Ja07JW8IO2VnOuLpOuKlCDrp4jsnYzsnLzroZwg6rmA6rSR7ISdIGF1ZGlv,,,,,,,,,,,,,,,
660,Happy Song,멜로망스,Blues,https://www.youtube.com/watch?v=Kx2vGGd_xFQ&pp=ygUdSGFwcHkgU29uZyDrqZzroZzrp53siqQgYXVkaW8%3D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
661,잘 지내,적재,Blues,https://www.youtube.com/watch?v=IB6YTgMYWiE&ab_channel=limelemonade,,,,,,,,,,,,,,,
662,지켜줄게,백예린 (Yerin Baek),Blues,https://www.youtube.com/watch?v=gGfFoIDXnS8&pp=ygUp7KeA7Lyc7KSE6rKMIOuwseyYiOumsCAoWWVyaW4gQmFlaykgYXVkaW8%3D,,,,,,,,,,,,,,,
663,테두리,백아,Blues,https://www.youtube.com/watch?v=R8axRrFIsFI&pp=ygUW7YWM65GQ66asIOuwseyVhCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
664,pet,10CM,Blues,https://www.youtube.com/watch?v=e5wdVzbJoWg&pp=ygUOcGV0IDEwQ00gYXVkaW8%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
665,싸운날,볼빨간사춘기,Blues,https://www.youtube.com/watch?v=YDlYsr4dH2Q&pp=ygUi7Iu47Jq064KgIOuzvOu5qOqwhOyCrOy2mOq4sCBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
